Date,CUSIP,Name,MV%
2021-12-15,N07059210,ASML Holding NV ADR,0.014867556350406956
2021-12-15,002824100,Abbott Laboratories,0.02323564107815
2021-12-15,02079K305,Alphabet Inc. Class A,0.010993006081694203
2021-12-15,E04648114,Amadeus IT Group SA Class A,0.0026842124174979672
2021-12-15,023135106,"Amazon.com, Inc.",0.017347171434674083
2021-12-15,024013104,"American Assets Trust, Inc.",0.010348724037295292
2021-12-15,032095101,Amphenol Corporation Class A,0.015411447701853855
2021-12-15,053484101,"AvalonBay Communities, Inc.",0.012456252978941176
2021-12-15,060505104,Bank of America Corp,0.0076964529756181725
2021-12-15,097023105,Boeing Company,0.016871078832617386
2021-12-15,09857L108,Booking Holdings Inc.,0.01865768034842677
2021-12-15,14448C104,Carrier Global Corp.,0.011456662448856297
2021-12-15,150870103,Celanese Corporation,0.009610482109537756
2021-12-15,E2R41M104,Cellnex Telecom S.A.,0.004044628917764309
2021-12-15,15135B101,Centene Corporation,0.023457754235176057
2021-12-15,171779309,Ciena Corporation,0.01314249793263234
2021-12-15,22052L104,Corteva Inc,0.010264297766602348
2021-12-15,22822V101,Crown Castle International Corp,0.0066547619119112205
2021-12-15,23804L103,Datadog Inc Class A,0.013480002834560741
2021-12-15,244199105,Deere & Company,0.01032752989050308
2021-12-15,256677105,Dollar General Corporation,0.010750411922130452
2021-12-15,25960P109,"Douglas Emmett, Inc",0.011705549793683614
2021-12-15,28176E108,Edwards Lifesciences Corporation,0.011551773372064322
2021-12-15,30303M102,"Facebook, Inc. Class A",0.013678757389425608
2021-12-15,313747206,Federal Realty Investment Trust,0.014172002987498907
2021-12-15,36262G101,"GXO Logistics, Inc.",0.006051341782166008
2021-12-15,369604301,General Electric Company,0.013824489043401809
2021-12-15,38141G104,"Goldman Sachs Group, Inc.",0.011707876895987835
2021-12-15,438516106,Honeywell International Inc.,0.014958913882801723
2021-12-15,452327109,"Illumina, Inc.",0.00931223767551606
2021-12-15,D35415104,Infineon Technologies AG,0.003045851622355636
2021-12-15,45662N103,Infineon Technologies AG Sponsored ADR,0.01218333142160628
2021-12-15,458140100,Intel Corporation,0.01838448354243223
2021-12-15,46137Y609,Invesco S&P 500 Equal Weight Communication Services ETF,0.0007569963705211288
2021-12-15,46137V381,Invesco S&P 500 Equal Weight Consumer Discretionary ETF,0.0021081294841760047
2021-12-15,46137V340,Invesco S&P 500 Equal Weight Financials ETF,0.0025518553461196846
2021-12-15,46137V332,Invesco S&P 500 Equal Weight Health Care ETF,0.0031749307324236715
2021-12-15,46137V324,Invesco S&P 500 Equal Weight Industrials ETF,0.003454420723681774
2021-12-15,46137V316,Invesco S&P 500 Equal Weight Materials ETF,0.0008698483209731672
2021-12-15,46137V290,Invesco S&P 500 Equal Weight Real Estate ETF,0.0017172513648830352
2021-12-15,46137V282,Invesco S&P 500 Equal Weight Technology ETF,0.003919603469774594
2021-12-15,46625H100,JPMorgan Chase & Co.,0.010275382780804178
2021-12-15,469814107,Jacobs Engineering Group Inc.,0.010515499702431175
2021-12-15,478160104,Johnson & Johnson,0.010277684860502977
2021-12-15,502431109,L3Harris Technologies Inc,0.00986015766643586
2021-12-15,539439109,Lloyds Banking Group plc Sponsored ADR,0.01408062043249872
2021-12-15,539830109,Lockheed Martin Corporation,0.00904920004732275
2021-12-15,55261F104,M&T Bank Corporation,0.0212943122817153
2021-12-15,57636Q104,Mastercard Incorporated Class A,0.015166513928683172
2021-12-15,594918104,Microsoft Corporation,0.014235485337453854
2021-12-15,62944T105,"NVR, Inc.",0.014781778859021238
2021-12-15,666807102,Northrop Grumman Corporation,0.011374876063035347
2021-12-15,G66721104,Norwegian Cruise Line Holdings Ltd.,0.012931745038467751
2021-12-15,693475105,"PNC Financial Services Group, Inc.",0.01040860313206951
2021-12-15,695156109,Packaging Corporation of America,0.008902517534340522
2021-12-15,701094104,Parker-Hannifin Corporation,0.009856091493054827
2021-12-15,743315103,Progressive Corporation,0.012737757289935727
2021-12-15,75513E101,Raytheon Technologies Corporation,0.010020652657610886
2021-12-15,75886F107,"Regeneron Pharmaceuticals, Inc.",0.01234734208884306
2021-12-15,78410G104,SBA Communications Corp. Class A,0.011115441690022767
2021-12-15,81762P102,"ServiceNow, Inc.",0.012142969959061015
2021-12-15,863667101,Stryker Corporation,0.009782362386179674
2021-12-15,883556102,Thermo Fisher Scientific Inc.,0.020510404099063094
2021-12-15,CASHUSD,U.S. Dollar,0.2170266994202562
2021-12-15,907818108,Union Pacific Corporation,0.01978747600582366
2021-12-15,911363109,"United Rentals, Inc.",0.006402346379719438
2021-12-15,91324P102,UnitedHealth Group Incorporated,0.024741351336797664
2021-12-15,92556H206,ViacomCBS Inc. Class B,0.008876018595198903
2021-12-15,929160109,Vulcan Materials Company,0.010580383318289742
2021-12-15,983793100,"XPO Logistics, Inc.",0.00502122367346661
2021-12-15,D98423102,Zalando SE,0.0029198628040571855
2021-12-15,79466L302,"salesforce.com, inc.",0.010085661386496561
