Date,CUSIP,Name,MV%
2021-05-26,N07059210,ASML Holding NV ADR,0.008435761027866128
2021-05-26,01609W102,Alibaba Group Holding Ltd. Sponsored ADR,0.009660230550690718
2021-05-26,020002101,Allstate Corporation,0.006012176020123073
2021-05-26,02005N100,Ally Financial Inc,0.006772480390216509
2021-05-26,E04648114,Amadeus IT Group SA Class A,0.003318059246596084
2021-05-26,023135106,"Amazon.com, Inc.",0.008274361860025944
2021-05-26,024013104,"American Assets Trust, Inc.",0.009485907285567053
2021-05-26,025537101,"American Electric Power Company, Inc.",0.010539157860752735
2021-05-26,036752103,"Anthem, Inc.",0.011007757752747828
2021-05-26,053484101,"AvalonBay Communities, Inc.",0.009604618920320914
2021-05-26,055622104,BP p.l.c. Sponsored ADR,0.008334142145303852
2021-05-26,060505104,Bank of America Corp,0.007457457546241026
2021-05-26,09857L108,Booking Holdings Inc.,0.005947618887123722
2021-05-26,125896100,CMS Energy Corporation,0.01036905393327162
2021-05-26,133131102,Camden Property Trust,0.00796732585475798
2021-05-26,14448C104,Carrier Global Corp.,0.010482709965264587
2021-05-26,150870103,Celanese Corporation,0.009555849459101186
2021-05-26,E2R41M104,Cellnex Telecom S.A.,0.00421794386735112
2021-05-26,15135B101,Centene Corporation,0.011825840440108593
2021-05-26,171779309,Ciena Corporation,0.006039354636469217
2021-05-26,20825C104,ConocoPhillips,0.007022092857358259
2021-05-26,22822V101,Crown Castle International Corp,0.006444297014001359
2021-05-26,23804L103,Datadog Inc Class A,0.007761820037267015
2021-05-26,254709108,Discover Financial Services,0.008046264213656108
2021-05-26,25960P109,"Douglas Emmett, Inc",0.010561268203654377
2021-05-26,26441C204,Duke Energy Corporation,0.006405664099670638
2021-05-26,28176E108,Edwards Lifesciences Corporation,0.005352096757394674
2021-05-26,30212P303,"Expedia Group, Inc.",0.009968470270901749
2021-05-26,30303M102,"Facebook, Inc. Class A",0.009548855241747773
2021-05-26,31428X106,FedEx Corporation,0.005906122398296857
2021-05-26,313747206,Federal Realty Investment Trust,0.00591240705736804
2021-05-26,31620M106,"Fidelity National Information Services, Inc.",0.01037944389383285
2021-05-26,337738108,"Fiserv, Inc.",0.003800064721851886
2021-05-26,37954Y319,Global X MSCI Greece ETF,0.004997064202607272
2021-05-26,38141G104,"Goldman Sachs Group, Inc.",0.006982813738163364
2021-05-26,438516106,Honeywell International Inc.,0.005683308426992914
2021-05-26,452327109,"Illumina, Inc.",0.009574348657173621
2021-05-26,46137V720,Invesco Dynamic Leisure & Entertainment ETF,0.006333745299493146
2021-05-26,46137V357,Invesco S&P 500 Equal Weight ETF,0.005705228709640388
2021-05-26,47215P106,"JD.com, Inc. Sponsored ADR Class A",0.004637470201719817
2021-05-26,46625H100,JPMorgan Chase & Co.,0.006151490186428836
2021-05-26,502431109,L3Harris Technologies Inc,0.01007155895276293
2021-05-26,52567D107,Lemonade Inc,0.003947424772250798
2021-05-26,539830109,Lockheed Martin Corporation,0.010221098360742979
2021-05-26,55024U109,"Lumentum Holdings, Inc.",0.007652776134108542
2021-05-26,55261F104,M&T Bank Corporation,0.009990834027475616
2021-05-26,57636Q104,Mastercard Incorporated Class A,0.00551402809394653
2021-05-26,580135101,McDonald's Corporation,0.01059852001347147
2021-05-26,G5960L103,Medtronic Plc,0.004799781658780011
2021-05-26,585464100,Melco Resorts & Entertainment Limited Sponsored ADR,0.008803590973100898
2021-05-26,58933Y105,"Merck & Co., Inc.",0.009492001884384066
2021-05-26,594918104,Microsoft Corporation,0.009559650664184563
2021-05-26,62944T105,"NVR, Inc.",0.006141809784149837
2021-05-26,65339F101,"NextEra Energy, Inc.",0.007912778561811521
2021-05-26,666807102,Northrop Grumman Corporation,0.012081142044191796
2021-05-26,G66721104,Norwegian Cruise Line Holdings Ltd.,0.004818407563688558
2021-05-26,66987V109,Novartis AG Sponsored ADR,0.009602604281626723
2021-05-26,693718108,PACCAR Inc,0.005176671142796831
2021-05-26,693475105,"PNC Financial Services Group, Inc.",0.007537662973500278
2021-05-26,695156109,Packaging Corporation of America,0.007538043094008616
2021-05-26,718172109,Philip Morris International Inc.,0.008630889555479474
2021-05-26,718546104,Phillips 66,0.00707757778089195
2021-05-26,723787107,Pioneer Natural Resources Company,0.006474541935781427
2021-05-26,74834L100,Quest Diagnostics Incorporated,0.006723064724132609
2021-05-26,75513E101,Raytheon Technologies Corporation,0.007672098926615708
2021-05-26,75886F107,"Regeneron Pharmaceuticals, Inc.",0.0056694213577549776
2021-05-26,78410G104,SBA Communications Corp. Class A,0.00756389128857558
2021-05-26,78464A698,SPDR S&P Regional Banking ETF,0.007046927397236322
2021-05-26,806857108,Schlumberger NV,0.007675393304354634
2021-05-26,81762P102,"ServiceNow, Inc.",0.009225714797609905
2021-05-26,844741108,Southwest Airlines Co.,0.0031798474297645004
2021-05-26,848577102,"Spirit Airlines, Inc.",0.003165516886600169
2021-05-26,854502101,"Stanley Black & Decker, Inc.",0.0040414412446463195
2021-05-26,872590104,"T-Mobile US, Inc.",0.009732035314715705
2021-05-26,872540109,TJX Companies Inc,0.003955229913355331
2021-05-26,883556102,Thermo Fisher Scientific Inc.,0.008154421168961791
2021-05-26,89151E109,Total SE Sponsored ADR Class B,0.004750999526876674
2021-05-26,CASHUSD,U.S. Dollar,0.2795214257458662
2021-05-26,907818108,Union Pacific Corporation,0.007374464568587297
2021-05-26,911312106,"United Parcel Service, Inc. Class B",0.005418237725845432
2021-05-26,911363109,"United Rentals, Inc.",0.006211549226746191
2021-05-26,91324P102,UnitedHealth Group Incorporated,0.011518436985015902
2021-05-26,91913Y100,Valero Energy Corporation,0.007215295441062694
2021-05-26,92556H206,ViacomCBS Inc. Class B,0.010759944522678876
2021-05-26,929160109,Vulcan Materials Company,0.006525452742531455
2021-05-26,949746101,Wells Fargo & Company,0.012346314110808169
2021-05-26,958102105,Western Digital Corporation,0.007104452300831425
2021-05-26,D98423102,Zalando SE,0.004132328058189861
2021-05-26,98980L101,"Zoom Video Communications, Inc. Class A",0.00619691458717519
2021-05-26,46429B598,iShares MSCI India ETF,0.00865515391459503
2021-05-26,464286822,iShares MSCI Mexico ETF,0.0048026959160106
2021-05-26,46428Q109,iShares Silver Trust,0.00611482122805786
2021-05-26,464287192,iShares Transportation Average ETF,0.006906536222823601
2021-05-26,79466L302,"salesforce.com, inc.",0.009603668619050069
