Date,CUSIP,Name,MV%
2021-03-24,N07059210,ASML Holding NV ADR,0.007700792391811972
2021-03-24,01609W102,Alibaba Group Holding Ltd. Sponsored ADR,0.009167400836026707
2021-03-24,020002101,Allstate Corporation,0.007510062752047954
2021-03-24,02005N100,Ally Financial Inc,0.00578577630184359
2021-03-24,E04648114,Amadeus IT Group SA Class A,0.0032074922329247326
2021-03-24,023135106,"Amazon.com, Inc.",0.008217665722628154
2021-03-24,024013104,"American Assets Trust, Inc.",0.009469666720118881
2021-03-24,025537101,"American Electric Power Company, Inc.",0.010972650886976677
2021-03-24,036752103,"Anthem, Inc.",0.010566847956986088
2021-03-24,053484101,"AvalonBay Communities, Inc.",0.009103180981744684
2021-03-24,055622104,BP p.l.c. Sponsored ADR,0.008235447634611736
2021-03-24,060505104,Bank of America Corp,0.006875850097843107
2021-03-24,09857L108,Booking Holdings Inc.,0.00586358547658612
2021-03-24,125896100,CMS Energy Corporation,0.010533919476261998
2021-03-24,133131102,Camden Property Trust,0.0072944437594326655
2021-03-24,14448C104,Carrier Global Corp.,0.00988373504482639
2021-03-24,150870103,Celanese Corporation,0.008750297873645353
2021-03-24,E2R41M104,Cellnex Telecom S.A.,0.0038919760559634033
2021-03-24,15135B101,Centene Corporation,0.01097710967478693
2021-03-24,171779309,Ciena Corporation,0.006290085167904904
2021-03-24,20825C104,ConocoPhillips,0.007082152220407118
2021-03-24,22822V101,Crown Castle International Corp,0.006025832113621945
2021-03-24,23804L103,Datadog Inc Class A,0.007246421949225507
2021-03-24,254709108,Discover Financial Services,0.006802845766084165
2021-03-24,25960P109,"Douglas Emmett, Inc",0.010225131783133931
2021-03-24,26441C204,Duke Energy Corporation,0.006281566886715165
2021-03-24,30212P303,"Expedia Group, Inc.",0.00995081650919559
2021-03-24,30303M102,"Facebook, Inc. Class A",0.008637031353450533
2021-03-24,31428X106,FedEx Corporation,0.005356335141551472
2021-03-24,313747206,Federal Realty Investment Trust,0.005475032066004753
2021-03-24,31620M106,"Fidelity National Information Services, Inc.",0.010497450584918425
2021-03-24,337738108,"Fiserv, Inc.",0.004265130011331443
2021-03-24,37954Y319,Global X MSCI Greece ETF,0.004785144458336341
2021-03-24,38141G104,"Goldman Sachs Group, Inc.",0.006561405733612477
2021-03-24,418056107,"Hasbro, Inc.",0.009037004584751894
2021-03-24,42751Q105,Hermes International SCA Unsponsored ADR,0.0033985413082333656
2021-03-24,438516106,Honeywell International Inc.,0.005649217606520573
2021-03-24,452327109,"Illumina, Inc.",0.006497318977474044
2021-03-24,46137V720,Invesco Dynamic Leisure & Entertainment ETF,0.006837477903046201
2021-03-24,46137V357,Invesco S&P 500 Equal Weight ETF,0.0033037621201831516
2021-03-24,47215P106,"JD.com, Inc. Sponsored ADR Class A",0.005262035106818181
2021-03-24,46625H100,JPMorgan Chase & Co.,0.00601417271624349
2021-03-24,502431109,L3Harris Technologies Inc,0.0096503075205988
2021-03-24,52567D107,Lemonade Inc,0.0029707505649217607
2021-03-24,539830109,Lockheed Martin Corporation,0.009953771287983281
2021-03-24,548661107,"Lowe's Companies, Inc.",0.003607225887567632
2021-03-24,55024U109,"Lumentum Holdings, Inc.",0.007886065007688813
2021-03-24,55261F104,M&T Bank Corporation,0.009833956339123848
2021-03-24,57636Q104,Mastercard Incorporated Class A,0.0057442496810436085
2021-03-24,580135101,McDonald's Corporation,0.010735430065656783
2021-03-24,G5960L103,Medtronic Plc,0.004630218219197948
2021-03-24,585464100,Melco Resorts & Entertainment Limited Sponsored ADR,0.006171494721966496
2021-03-24,58933Y105,"Merck & Co., Inc.",0.009842980393259228
2021-03-24,594918104,Microsoft Corporation,0.00940178666688814
2021-03-24,62944T105,"NVR, Inc.",0.006042189875469117
2021-03-24,65339F101,"NextEra Energy, Inc.",0.008239507127991222
2021-03-24,666807102,Northrop Grumman Corporation,0.011777641769221449
2021-03-24,G66721104,Norwegian Cruise Line Holdings Ltd.,0.004042456817105901
2021-03-24,66987V109,Novartis AG Sponsored ADR,0.00973173696484697
2021-03-24,693718108,PACCAR Inc,0.005431801788966823
2021-03-24,693475105,"PNC Financial Services Group, Inc.",0.00702458727330458
2021-03-24,695156109,Packaging Corporation of America,0.006915247148345655
2021-03-24,718172109,Philip Morris International Inc.,0.0082500884304066
2021-03-24,718546104,Phillips 66,0.007315087281503425
2021-03-24,723787107,Pioneer Natural Resources Company,0.007728743001965807
2021-03-24,74834L100,Quest Diagnostics Incorporated,0.006755529376038032
2021-03-24,75513E101,Raytheon Technologies Corporation,0.007038895323740471
2021-03-24,75886F107,"Regeneron Pharmaceuticals, Inc.",0.005514096371148326
2021-03-24,78410G104,SBA Communications Corp. Class A,0.007252784040489094
2021-03-24,78464A698,SPDR S&P Regional Banking ETF,0.006855086787443116
2021-03-24,806857108,Schlumberger NV,0.007007138106679972
2021-03-24,81762P102,"ServiceNow, Inc.",0.009429737277041975
2021-03-24,844741108,Southwest Airlines Co.,0.003148702782901169
2021-03-24,848577102,"Spirit Airlines, Inc.",0.0032357489688088228
2021-03-24,854502101,"Stanley Black & Decker, Inc.",0.003880742572644434
2021-03-24,872590104,"T-Mobile US, Inc.",0.008957238867298595
2021-03-24,872540109,TJX Companies Inc,0.003938613645477229
2021-03-24,883556102,Thermo Fisher Scientific Inc.,0.008298908829475296
2021-03-24,89151E109,Total SE Sponsored ADR Class B,0.004960834007874724
2021-03-24,CASHUSD,U.S. Dollar,0.3092755111341388
2021-03-24,907818108,Union Pacific Corporation,0.007367514640263402
2021-03-24,911312106,"United Parcel Service, Inc. Class B",0.004256744828285293
2021-03-24,911363109,"United Rentals, Inc.",0.0060974256050588364
2021-03-24,91324P102,UnitedHealth Group Incorporated,0.013318066443871021
2021-03-24,91913Y100,Valero Energy Corporation,0.006878725017744644
2021-03-24,929160109,Vulcan Materials Company,0.005983293946930682
2021-03-24,949746101,Wells Fargo & Company,0.010654772590641431
2021-03-24,958102105,Western Digital Corporation,0.0063547708656894915
2021-03-24,D98423102,Zalando SE,0.00408518132119819
2021-03-24,98980L101,"Zoom Video Communications, Inc. Class A",0.00628808869575106
2021-03-24,464285105,iShares Gold Trust,0.02411339067414316
2021-03-24,46429B598,iShares MSCI India ETF,0.004733502378623544
2021-03-24,464286822,iShares MSCI Mexico ETF,0.004538114303833886
2021-03-24,46428Q109,iShares Silver Trust,0.005567761542643686
2021-03-24,464287192,iShares Transportation Average ETF,0.006592883444571437
2021-03-24,79466L302,"salesforce.com, inc.",0.009203057828694383
