Date,CUSIP,Name,MV%
2021-03-11,N07059210,ASML Holding NV ADR,0.007155910652067241
2021-03-11,01609W102,Alibaba Group Holding Ltd. Sponsored ADR,0.009495646317144333
2021-03-11,020002101,Allstate Corporation,0.007476638462336236
2021-03-11,02005N100,Ally Financial Inc,0.0059991874019167685
2021-03-11,E04648114,Amadeus IT Group SA Class A,0.003450097973144829
2021-03-11,023135106,"Amazon.com, Inc.",0.008185368055536386
2021-03-11,024013104,"American Assets Trust, Inc.",0.010037466003180725
2021-03-11,025537101,"American Electric Power Company, Inc.",0.010200195933145076
2021-03-11,036752103,"Anthem, Inc.",0.009688135581635282
2021-03-11,053484101,"AvalonBay Communities, Inc.",0.009061664785019697
2021-03-11,055622104,BP p.l.c. Sponsored ADR,0.008757578016054004
2021-03-11,060505104,Bank of America Corp,0.0068530594738460265
2021-03-11,09857L108,Booking Holdings Inc.,0.006209658455114602
2021-03-11,125896100,CMS Energy Corporation,0.009699124452511712
2021-03-11,133131102,Camden Property Trust,0.006838468987395265
2021-03-11,14448C104,Carrier Global Corp.,0.009539746391056321
2021-03-11,150870103,Celanese Corporation,0.008888366610815336
2021-03-11,E2R41M104,Cellnex Telecom S.A.,0.0038245082578867162
2021-03-11,15135B101,Centene Corporation,0.010331681190772976
2021-03-11,171779309,Ciena Corporation,0.006300724121899175
2021-03-11,20825C104,ConocoPhillips,0.007864403642784406
2021-03-11,22822V101,Crown Castle International Corp,0.005527270605020152
2021-03-11,23804L103,Datadog Inc Class A,0.0075950448604880025
2021-03-11,254709108,Discover Financial Services,0.007393630424555551
2021-03-11,25960P109,"Douglas Emmett, Inc",0.010360034054984051
2021-03-11,26441C204,Duke Energy Corporation,0.0059604108838719515
2021-03-11,30212P303,"Expedia Group, Inc.",0.010119488197282304
2021-03-11,30303M102,"Facebook, Inc. Class A",0.008280087916224844
2021-03-11,31428X106,FedEx Corporation,0.005293783388060801
2021-03-11,313747206,Federal Realty Investment Trust,0.005856529249259007
2021-03-11,31620M106,"Fidelity National Information Services, Inc.",0.01048714216667672
2021-03-11,337738108,"Fiserv, Inc.",0.004241572712477902
2021-03-11,37954Y319,Global X MSCI Greece ETF,0.004891361998249929
2021-03-11,38141G104,"Goldman Sachs Group, Inc.",0.006745142452439943
2021-03-11,418056107,"Hasbro, Inc.",0.008854821636560971
2021-03-11,42751Q105,Hermes International SCA Unsponsored ADR,0.0034503477202102025
2021-03-11,438516106,Honeywell International Inc.,0.0055864475149312596
2021-03-11,452327109,"Illumina, Inc.",0.006512719946654026
2021-03-11,46137V720,Invesco Dynamic Leisure & Entertainment ETF,0.00755923901806289
2021-03-11,47215P106,"JD.com, Inc. Sponsored ADR Class A",0.0035494315822515014
2021-03-11,46625H100,JPMorgan Chase & Co.,0.006085415862382532
2021-03-11,502431109,L3Harris Technologies Inc,0.009155530247852931
2021-03-11,52567D107,Lemonade Inc,0.003479370958123069
2021-03-11,539830109,Lockheed Martin Corporation,0.009377778846870478
2021-03-11,54405Q100,Lordstown Motors Corp. Class A,0.002793486649113391
2021-03-11,548661107,"Lowe's Companies, Inc.",0.0033666561641453384
2021-03-11,55024U109,"Lumentum Holdings, Inc.",0.008543321323128406
2021-03-11,55261F104,M&T Bank Corporation,0.010224513410563012
2021-03-11,57636Q104,Mastercard Incorporated Class A,0.006063017493993253
2021-03-11,580135101,McDonald's Corporation,0.010011597465040996
2021-03-11,G5960L103,Medtronic Plc,0.004657125540094459
2021-03-11,585464100,Melco Resorts & Entertainment Limited Sponsored ADR,0.006445577419815746
2021-03-11,58933Y105,"Merck & Co., Inc.",0.009515507781132714
2021-03-11,594918104,Microsoft Corporation,0.009350924465051643
2021-03-11,62944T105,"NVR, Inc.",0.006026449265789633
2021-03-11,65339F101,"NextEra Energy, Inc.",0.006592823031726947
2021-03-11,666807102,Northrop Grumman Corporation,0.011019734355876686
2021-03-11,G66721104,Norwegian Cruise Line Holdings Ltd.,0.004773060756757268
2021-03-11,66987V109,Novartis AG Sponsored ADR,0.009467911248305497
2021-03-11,693718108,PACCAR Inc,0.005781973177953854
2021-03-11,693475105,"PNC Financial Services Group, Inc.",0.007209579981957746
2021-03-11,695156109,Packaging Corporation of America,0.007358863004139096
2021-03-11,718172109,Philip Morris International Inc.,0.007971006205951682
2021-03-11,718546104,Phillips 66,0.0077262672264681405
2021-03-11,723787107,Pioneer Natural Resources Company,0.0077880073299449225
2021-03-11,74834L100,Quest Diagnostics Incorporated,0.006407195239242572
2021-03-11,75513E101,Raytheon Technologies Corporation,0.00708953051100747
2021-03-11,75886F107,"Regeneron Pharmaceuticals, Inc.",0.005559685145189142
2021-03-11,78410G104,SBA Communications Corp. Class A,0.006799166686054925
2021-03-11,78464A698,SPDR S&P Regional Banking ETF,0.007336780105727134
2021-03-11,806857108,Schlumberger NV,0.007419853866419758
2021-03-11,81762P102,"ServiceNow, Inc.",0.005949014530941491
2021-03-11,844741108,Southwest Airlines Co.,0.003151111302145708
2021-03-11,848577102,"Spirit Airlines, Inc.",0.0033593609209199575
2021-03-11,854502101,"Stanley Black & Decker, Inc.",0.00378524539029354
2021-03-11,872590104,"T-Mobile US, Inc.",0.009108472642903627
2021-03-11,872540109,TJX Companies Inc,0.003995532419337941
2021-03-11,883556102,Thermo Fisher Scientific Inc.,0.008474680313897885
2021-03-11,89151E109,Total SE Sponsored ADR Class B,0.0052189249913607225
2021-03-11,CASHUSD,U.S. Dollar,0.30420070620583334
2021-03-11,907818108,Union Pacific Corporation,0.007331417116112798
2021-03-11,911312106,"United Parcel Service, Inc. Class B",0.0043965999171628415
2021-03-11,911363109,"United Rentals, Inc.",0.006127609971848248
2021-03-11,91324P102,UnitedHealth Group Incorporated,0.012531650511317681
2021-03-11,928563402,"VMware, Inc. Class A",0.005818055056609115
2021-03-11,91913Y100,Valero Energy Corporation,0.007805989118651807
2021-03-11,929160109,Vulcan Materials Company,0.00632785453994816
2021-03-11,949746101,Wells Fargo & Company,0.010732288628214293
2021-03-11,958102105,Western Digital Corporation,0.006771760231775792
2021-03-11,D98423102,Zalando SE,0.004061820548320996
2021-03-11,98980L101,"Zoom Video Communications, Inc. Class A",0.006069129724803708
2021-03-11,464285105,iShares Gold Trust,0.023713010652238117
2021-03-11,464286400,iShares MSCI Brazil ETF,0.004425780890064365
2021-03-11,46429B598,iShares MSCI India ETF,0.004892610733576797
2021-03-11,464286822,iShares MSCI Mexico ETF,0.004630047700375028
2021-03-11,46428Q109,iShares Silver Trust,0.005737610212394105
2021-03-11,464287192,iShares Transportation Average ETF,0.006496578399481472
2021-03-11,79466L302,"salesforce.com, inc.",0.009367289470124796
